Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Stock Take Suite,Chrome 73.0.3683.86,,2019-04-18 01:21:37,2019-04-18 01:21:57,19.759s,FAILED
,,,,,,
Test Cases/Login,Chrome 73.0.3683.86,Login process in PSI,2019-04-18 01:21:38,2019-04-18 01:21:49,11.403s,PASSED
"openBrowser("""")",Chrome 73.0.3683.86,,2019-04-18 01:21:38,2019-04-18 01:21:44,5.590s,PASSED
"navigateToUrl(""https://psi-azcldap.unicore.com.tw/login"")",Chrome 73.0.3683.86,,2019-04-18 01:21:44,2019-04-18 01:21:46,2.279s,PASSED
maximizeWindow(),Chrome 73.0.3683.86,,2019-04-18 01:21:46,2019-04-18 01:21:47,1.165s,PASSED
"setText(findTestObject(""Login/ID-QWE""), ""QWE"")",Chrome 73.0.3683.86,,2019-04-18 01:21:47,2019-04-18 01:21:48,0.303s,PASSED
"setEncryptedText(findTestObject(""Login/PW-QWE""), ""5opu+sh6ATw="")",Chrome 73.0.3683.86,,2019-04-18 01:21:48,2019-04-18 01:21:48,0.464s,PASSED
"click(findTestObject(""Login/Login Button""))",Chrome 73.0.3683.86,,2019-04-18 01:21:48,2019-04-18 01:21:48,0.180s,PASSED
"verifyElementClickable(findTestObject(""Login/Verify button""))",Chrome 73.0.3683.86,,2019-04-18 01:21:48,2019-04-18 01:21:49,0.621s,PASSED
,,,,,,
Test Cases/Stock Take-Add,Chrome 73.0.3683.86,,2019-04-18 01:21:49,2019-04-18 01:21:55,5.666s,FAILED
"click(findTestObject(""Object Repository/Stock take/Stock take button""))",Chrome 73.0.3683.86,,2019-04-18 01:21:49,2019-04-18 01:21:50,0.198s,PASSED
"click(findTestObject(""Object Repository/Stock take/Add button""))",Chrome 73.0.3683.86,,2019-04-18 01:21:50,2019-04-18 01:21:50,0.387s,PASSED
"click(findTestObject(""Stock take/Stock take date""))",Chrome 73.0.3683.86,,2019-04-18 01:21:50,2019-04-18 01:21:50,0.356s,PASSED
"click(findTestObject(""Stock take/Date 18""))",Chrome 73.0.3683.86,,2019-04-18 01:21:50,2019-04-18 01:21:50,0.131s,PASSED
"click(findTestObject(""Stock take/Employee button""))",Chrome 73.0.3683.86,,2019-04-18 01:21:50,2019-04-18 01:21:51,0.238s,PASSED
"click(findTestObject(""Object Repository/Stock take/Employee Larry""))",Chrome 73.0.3683.86,,2019-04-18 01:21:51,2019-04-18 01:21:51,0.717s,PASSED
"click(findTestObject(""Stock take/Warehouse button""))",Chrome 73.0.3683.86,,2019-04-18 01:21:51,2019-04-18 01:21:52,0.166s,PASSED
"click(findTestObject(""Object Repository/Stock take/Warehouse 111""))",Chrome 73.0.3683.86,,2019-04-18 01:21:52,2019-04-18 01:21:52,0.733s,PASSED
"click(findTestObject(""Stock take/Class button""))",Chrome 73.0.3683.86,,2019-04-18 01:21:52,2019-04-18 01:21:53,0.280s,PASSED
"click(findTestObject(""Object Repository/Stock take/Class IPAD""))",Chrome 73.0.3683.86,,2019-04-18 01:21:53,2019-04-18 01:21:53,0.720s,PASSED
"click(findTestObject(""Object Repository/Stock take/Class ok button""))",Chrome 73.0.3683.86,,2019-04-18 01:21:53,2019-04-18 01:21:53,0.144s,PASSED
"setText(findTestObject(""Object Repository/Stock take/Note""), ""Testing"")",Chrome 73.0.3683.86,,2019-04-18 01:21:53,2019-04-18 01:21:54,0.393s,PASSED
"setText(findTestObject(""Stock take/Stock number""), ""600"")",Chrome 73.0.3683.86,,2019-04-18 01:21:54,2019-04-18 01:21:55,0.741s,FAILED
,,,,,,
Test Cases/Accept and verify,Chrome 73.0.3683.86,,2019-04-18 01:21:55,2019-04-18 01:21:56,1.398s,FAILED
acceptAlert(),Chrome 73.0.3683.86,,2019-04-18 01:21:55,2019-04-18 01:21:56,1.103s,FAILED
