Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
3-5 Batch number maintain,Chrome 74.0.3729.169,,2019-06-03 13:35:58,2019-06-03 13:36:16,18.056s,PASSED
,,,,,,
Test Cases/Others/Login,Chrome 74.0.3729.169,Login process in PSI,2019-06-03 13:35:58,2019-06-03 13:36:10,12.011s,PASSED
"openBrowser("""")",Chrome 74.0.3729.169,,2019-06-03 13:35:59,2019-06-03 13:36:02,2.927s,PASSED
"navigateToUrl(""https://psi-azcldap.unicore.com.tw/login"")",Chrome 74.0.3729.169,,2019-06-03 13:36:02,2019-06-03 13:36:08,6.720s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,2019-06-03 13:36:08,2019-06-03 13:36:09,1.144s,PASSED
"setText(findTestObject(""Others/Login/ID-QWE""), ""QWE"")",Chrome 74.0.3729.169,,2019-06-03 13:36:09,2019-06-03 13:36:10,0.147s,PASSED
"setEncryptedText(findTestObject(""Others/Login/PW-QWE""), ""5opu+sh6ATw="")",Chrome 74.0.3729.169,,2019-06-03 13:36:10,2019-06-03 13:36:10,0.178s,PASSED
"click(findTestObject(""Others/Login/Login Button""))",Chrome 74.0.3729.169,,2019-06-03 13:36:10,2019-06-03 13:36:10,0.087s,PASSED
"verifyElementClickable(findTestObject(""Others/Login/Verify button""))",Chrome 74.0.3729.169,,2019-06-03 13:36:10,2019-06-03 13:36:10,0.581s,PASSED
,,,,,,
Test Cases/3 Stock/3-5 Batch number maintain/3-5 Batch number maintain-Add,Chrome 74.0.3729.169,,2019-06-03 13:36:10,2019-06-03 13:36:12,1.954s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Batch maintain button""))",Chrome 74.0.3729.169,,2019-06-03 13:36:11,2019-06-03 13:36:11,0.088s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Batch maintain add button""))",Chrome 74.0.3729.169,,2019-06-03 13:36:11,2019-06-03 13:36:11,0.130s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item button""))",Chrome 74.0.3729.169,,2019-06-03 13:36:11,2019-06-03 13:36:11,0.079s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item select""))",Chrome 74.0.3729.169,,2019-06-03 13:36:11,2019-06-03 13:36:11,0.574s,PASSED
"setText(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item life day""), ""30"")",Chrome 74.0.3729.169,,2019-06-03 13:36:11,2019-06-03 13:36:12,0.085s,PASSED
"setText(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/item batch code""), ""77889900"")",Chrome 74.0.3729.169,,2019-06-03 13:36:12,2019-06-03 13:36:12,0.121s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/item life date""))",Chrome 74.0.3729.169,,2019-06-03 13:36:12,2019-06-03 13:36:12,0.100s,PASSED
