Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
3-5 Batch number maintain,Chrome 74.0.3729.169,,2019-07-03 11:59:33,2019-07-03 12:00:05,31.915s,FAILED
,,,,,,
Test Cases/Others/Login,Chrome 74.0.3729.169,Login process in PSI,2019-07-03 11:59:34,2019-07-03 11:59:50,16.313s,PASSED
"openBrowser("""")",Chrome 74.0.3729.169,,2019-07-03 11:59:35,2019-07-03 11:59:42,6.026s,PASSED
"navigateToUrl(""https://psi-azcldap.unicore.com.tw/login"")",Chrome 74.0.3729.169,,2019-07-03 11:59:42,2019-07-03 11:59:47,5.385s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,2019-07-03 11:59:47,2019-07-03 11:59:48,1.250s,PASSED
"setText(findTestObject(""Others/Login/ID-QWE""), ""QWE"")",Chrome 74.0.3729.169,,2019-07-03 11:59:48,2019-07-03 11:59:49,0.408s,PASSED
"setEncryptedText(findTestObject(""Others/Login/PW-QWE""), ""5opu+sh6ATw="")",Chrome 74.0.3729.169,,2019-07-03 11:59:49,2019-07-03 11:59:49,0.418s,PASSED
"click(findTestObject(""Others/Login/Login Button""))",Chrome 74.0.3729.169,,2019-07-03 11:59:49,2019-07-03 11:59:49,0.209s,PASSED
"verifyElementClickable(findTestObject(""Others/Login/Verify button""))",Chrome 74.0.3729.169,,2019-07-03 11:59:49,2019-07-03 11:59:50,0.628s,PASSED
,,,,,,
Test Cases/3 Stock/3-5 Batch no maintain/3-5 Batch no maintain-Add,Chrome 74.0.3729.169,,2019-07-03 11:59:50,2019-07-03 11:59:55,5.028s,PASSED
"click(findTestObject(""3 Stock/3-5 Batch number maintain/Add/Batch maintain button""))",Chrome 74.0.3729.169,,2019-07-03 11:59:51,2019-07-03 11:59:51,0.294s,PASSED
"click(findTestObject(""3 Stock/3-5 Batch number maintain/Add/Batch maintain add button""))",Chrome 74.0.3729.169,,2019-07-03 11:59:51,2019-07-03 11:59:52,0.526s,PASSED
"click(findTestObject(""3 Stock/3-5 Batch number maintain/Add/Item button""))",Chrome 74.0.3729.169,,2019-07-03 11:59:52,2019-07-03 11:59:52,0.186s,PASSED
"click(findTestObject(""3 Stock/3-5 Batch number maintain/Add/Item select""))",Chrome 74.0.3729.169,,2019-07-03 11:59:52,2019-07-03 11:59:52,0.712s,PASSED
"setText(findTestObject(""3 Stock/3-5 Batch number maintain/Add/Item life day""), ""30"")",Chrome 74.0.3729.169,,2019-07-03 11:59:52,2019-07-03 11:59:53,0.198s,PASSED
"setText(findTestObject(""3 Stock/3-5 Batch number maintain/Add/item batch code""), time())",Chrome 74.0.3729.169,,2019-07-03 11:59:53,2019-07-03 11:59:53,0.008s,PASSED
date = new java.util.Date(),Chrome 74.0.3729.169,,2019-07-03 11:59:53,2019-07-03 11:59:53,0.007s,PASSED
sdf = new java.text.SimpleDateFormat(yyyyMMddHHmm),Chrome 74.0.3729.169,,2019-07-03 11:59:53,2019-07-03 11:59:53,0.019s,PASSED
Time = Note + sdf.format(date),Chrome 74.0.3729.169,,2019-07-03 11:59:53,2019-07-03 11:59:53,0.032s,PASSED
return internal.GlobalVariable.Time,Chrome 74.0.3729.169,,2019-07-03 11:59:53,2019-07-03 11:59:53,0.373s,PASSED
"click(findTestObject(""3 Stock/3-5 Batch number maintain/Add/item life date""))",Chrome 74.0.3729.169,,2019-07-03 11:59:53,2019-07-03 11:59:53,0.227s,PASSED
"click(findTestObject(""3 Stock/3-5 Batch number maintain/Add/Item life date next month 23"", [""xxx"":abc(0)]))",Chrome 74.0.3729.169,,2019-07-03 11:59:53,2019-07-03 11:59:53,0.003s,PASSED
today = new java.util.Date(),Chrome 74.0.3729.169,,2019-07-03 11:59:53,2019-07-03 11:59:53,0.001s,PASSED
day1 = Date().plus(num),Chrome 74.0.3729.169,,2019-07-03 11:59:53,2019-07-03 11:59:53,0.003s,PASSED
"if (day1.format(""MM"") > today.format(""MM""))",Chrome 74.0.3729.169,,2019-07-03 11:59:53,2019-07-03 11:59:53,0.003s,PASSED
else,Chrome 74.0.3729.169,,2019-07-03 11:59:53,2019-07-03 11:59:54,0.151s,PASSED
"click(findTestObject(""3 Stock/3-5 Batch number maintain/Add/Item enable""))",Chrome 74.0.3729.169,,2019-07-03 11:59:54,2019-07-03 11:59:54,0.138s,PASSED
"selectOptionByValue(findTestObject(""3 Stock/3-5 Batch number maintain/Add/Item enable select""), ""0: Y"", true)",Chrome 74.0.3729.169,,2019-07-03 11:59:54,2019-07-03 11:59:54,0.278s,PASSED
"setText(findTestObject(""3 Stock/3-5 Batch number maintain/Add/Item note""), time())",Chrome 74.0.3729.169,,2019-07-03 11:59:54,2019-07-03 11:59:54,0.004s,PASSED
