Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
3-5 Batch number maintain,Chrome 74.0.3729.169,,2019-06-03 13:51:53,2019-06-03 13:52:07,14.814s,PASSED
,,,,,,
Test Cases/Others/Login,Chrome 74.0.3729.169,Login process in PSI,2019-06-03 13:51:53,2019-06-03 13:52:01,8.629s,PASSED
"openBrowser("""")",Chrome 74.0.3729.169,,2019-06-03 13:51:53,2019-06-03 13:51:56,3.013s,PASSED
"navigateToUrl(""https://psi-azcldap.unicore.com.tw/login"")",Chrome 74.0.3729.169,,2019-06-03 13:51:56,2019-06-03 13:51:59,3.312s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,2019-06-03 13:51:59,2019-06-03 13:52:01,1.170s,PASSED
"setText(findTestObject(""Others/Login/ID-QWE""), ""QWE"")",Chrome 74.0.3729.169,,2019-06-03 13:52:01,2019-06-03 13:52:01,0.139s,PASSED
"setEncryptedText(findTestObject(""Others/Login/PW-QWE""), ""5opu+sh6ATw="")",Chrome 74.0.3729.169,,2019-06-03 13:52:01,2019-06-03 13:52:01,0.126s,PASSED
"click(findTestObject(""Others/Login/Login Button""))",Chrome 74.0.3729.169,,2019-06-03 13:52:01,2019-06-03 13:52:01,0.061s,PASSED
"verifyElementClickable(findTestObject(""Others/Login/Verify button""))",Chrome 74.0.3729.169,,2019-06-03 13:52:01,2019-06-03 13:52:01,0.575s,PASSED
,,,,,,
Test Cases/3 Stock/3-5 Batch number maintain/3-5 Batch number maintain-Add,Chrome 74.0.3729.169,,2019-06-03 13:52:01,2019-06-03 13:52:03,2.059s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Batch maintain button""))",Chrome 74.0.3729.169,,2019-06-03 13:52:02,2019-06-03 13:52:02,0.081s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Batch maintain add button""))",Chrome 74.0.3729.169,,2019-06-03 13:52:02,2019-06-03 13:52:02,0.128s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item button""))",Chrome 74.0.3729.169,,2019-06-03 13:52:02,2019-06-03 13:52:02,0.077s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item select""))",Chrome 74.0.3729.169,,2019-06-03 13:52:02,2019-06-03 13:52:03,0.628s,PASSED
"setText(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item life day""), ""30"")",Chrome 74.0.3729.169,,2019-06-03 13:52:03,2019-06-03 13:52:03,0.099s,PASSED
"setText(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/item batch code""), time())",Chrome 74.0.3729.169,,2019-06-03 13:52:03,2019-06-03 13:52:03,0.002s,PASSED
date = new java.util.Date(),Chrome 74.0.3729.169,,2019-06-03 13:52:03,2019-06-03 13:52:03,0.004s,PASSED
sdf = new java.text.SimpleDateFormat(yyyyMMddHHmm),Chrome 74.0.3729.169,,2019-06-03 13:52:03,2019-06-03 13:52:03,0.007s,PASSED
Time = Note + sdf.format(date),Chrome 74.0.3729.169,,2019-06-03 13:52:03,2019-06-03 13:52:03,0.015s,PASSED
return internal.GlobalVariable.Time,Chrome 74.0.3729.169,,2019-06-03 13:52:03,2019-06-03 13:52:03,0.188s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/item life date""))",Chrome 74.0.3729.169,,2019-06-03 13:52:03,2019-06-03 13:52:03,0.099s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item life date next month 23"", [""xxx"":abc(0)]))",Chrome 74.0.3729.169,,2019-06-03 13:52:03,2019-06-03 13:52:03,0.001s,PASSED
today = new java.util.Date(),Chrome 74.0.3729.169,,2019-06-03 13:52:03,2019-06-03 13:52:03,0.001s,PASSED
day1 = Date().plus(num),Chrome 74.0.3729.169,,2019-06-03 13:52:03,2019-06-03 13:52:03,0.001s,PASSED
"if (day1.format(""MM"") > today.format(""MM""))",Chrome 74.0.3729.169,,2019-06-03 13:52:03,2019-06-03 13:52:03,0.001s,PASSED
else,Chrome 74.0.3729.169,,2019-06-03 13:52:03,2019-06-03 13:52:03,0.094s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item enable""))",Chrome 74.0.3729.169,,2019-06-03 13:52:03,2019-06-03 13:52:03,0.110s,PASSED
"selectOptionByValue(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item enable select""), ""0: Y"", true)",Chrome 74.0.3729.169,,2019-06-03 13:52:03,2019-06-03 13:52:03,0.122s,PASSED
"setText(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item note""), time())",Chrome 74.0.3729.169,,2019-06-03 13:52:03,2019-06-03 13:52:03,0.003s,PASSED
date = new java.util.Date(),Chrome 74.0.3729.169,,2019-06-03 13:52:03,2019-06-03 13:52:03,0.000s,PASSED
sdf = new java.text.SimpleDateFormat(yyyyMMddHHmm),Chrome 74.0.3729.169,,2019-06-03 13:52:03,2019-06-03 13:52:03,0.001s,PASSED
Time = Note + sdf.format(date),Chrome 74.0.3729.169,,2019-06-03 13:52:03,2019-06-03 13:52:03,0.000s,PASSED
return internal.GlobalVariable.Time,Chrome 74.0.3729.169,,2019-06-03 13:52:03,2019-06-03 13:52:03,0.148s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Save button""))",Chrome 74.0.3729.169,,2019-06-03 13:52:03,2019-06-03 13:52:03,0.056s,PASSED
,,,,,,
Test Cases/Others/Accept and verify,Chrome 74.0.3729.169,,2019-06-03 13:52:03,2019-06-03 13:52:07,3.248s,PASSED
delay(3),Chrome 74.0.3729.169,,2019-06-03 13:52:04,2019-06-03 13:52:07,3.023s,PASSED
waitForAlert(5),Chrome 74.0.3729.169,,2019-06-03 13:52:07,2019-06-03 13:52:07,0.034s,PASSED
acceptAlert(),Chrome 74.0.3729.169,,2019-06-03 13:52:07,2019-06-03 13:52:07,0.032s,PASSED
"verifyElementClickable(findTestObject(""Others/Accept and verify/Verify button""))",Chrome 74.0.3729.169,,2019-06-03 13:52:07,2019-06-03 13:52:07,0.064s,PASSED
