Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
3-5 Batch number maintain,Chrome 74.0.3729.169,,2019-06-05 10:14:01,2019-06-05 10:14:26,25.209s,PASSED
,,,,,,
Test Cases/Others/Login,Chrome 74.0.3729.169,Login process in PSI,2019-06-05 10:14:01,2019-06-05 10:14:13,12.097s,PASSED
"openBrowser("""")",Chrome 74.0.3729.169,,2019-06-05 10:14:02,2019-06-05 10:14:08,5.810s,PASSED
"navigateToUrl(""https://psi-azcldap.unicore.com.tw/login"")",Chrome 74.0.3729.169,,2019-06-05 10:14:08,2019-06-05 10:14:11,2.598s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,2019-06-05 10:14:11,2019-06-05 10:14:12,1.248s,PASSED
"setText(findTestObject(""Others/Login/ID-QWE""), ""QWE"")",Chrome 74.0.3729.169,,2019-06-05 10:14:12,2019-06-05 10:14:12,0.409s,PASSED
"setEncryptedText(findTestObject(""Others/Login/PW-QWE""), ""5opu+sh6ATw="")",Chrome 74.0.3729.169,,2019-06-05 10:14:12,2019-06-05 10:14:13,0.468s,PASSED
"click(findTestObject(""Others/Login/Login Button""))",Chrome 74.0.3729.169,,2019-06-05 10:14:13,2019-06-05 10:14:13,0.297s,PASSED
"verifyElementClickable(findTestObject(""Others/Login/Verify button""))",Chrome 74.0.3729.169,,2019-06-05 10:14:13,2019-06-05 10:14:13,0.407s,PASSED
,,,,,,
Test Cases/3 Stock/3-5 Batch number maintain/3-5 Batch number maintain-Add,Chrome 74.0.3729.169,,2019-06-05 10:14:13,2019-06-05 10:14:19,5.710s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Batch maintain button""))",Chrome 74.0.3729.169,,2019-06-05 10:14:14,2019-06-05 10:14:14,0.267s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Batch maintain add button""))",Chrome 74.0.3729.169,,2019-06-05 10:14:14,2019-06-05 10:14:15,0.573s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item button""))",Chrome 74.0.3729.169,,2019-06-05 10:14:15,2019-06-05 10:14:15,0.209s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item select""))",Chrome 74.0.3729.169,,2019-06-05 10:14:15,2019-06-05 10:14:16,0.761s,PASSED
"setText(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item life day""), ""30"")",Chrome 74.0.3729.169,,2019-06-05 10:14:16,2019-06-05 10:14:16,0.247s,PASSED
"setText(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/item batch code""), time())",Chrome 74.0.3729.169,,2019-06-05 10:14:16,2019-06-05 10:14:16,0.009s,PASSED
date = new java.util.Date(),Chrome 74.0.3729.169,,2019-06-05 10:14:16,2019-06-05 10:14:16,0.012s,PASSED
sdf = new java.text.SimpleDateFormat(yyyyMMddHHmm),Chrome 74.0.3729.169,,2019-06-05 10:14:16,2019-06-05 10:14:16,0.029s,PASSED
Time = Note + sdf.format(date),Chrome 74.0.3729.169,,2019-06-05 10:14:16,2019-06-05 10:14:16,0.057s,PASSED
return internal.GlobalVariable.Time,Chrome 74.0.3729.169,,2019-06-05 10:14:16,2019-06-05 10:14:17,0.598s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/item life date""))",Chrome 74.0.3729.169,,2019-06-05 10:14:17,2019-06-05 10:14:17,0.307s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item life date next month 23"", [""xxx"":abc(0)]))",Chrome 74.0.3729.169,,2019-06-05 10:14:17,2019-06-05 10:14:17,0.005s,PASSED
today = new java.util.Date(),Chrome 74.0.3729.169,,2019-06-05 10:14:17,2019-06-05 10:14:17,0.002s,PASSED
day1 = Date().plus(num),Chrome 74.0.3729.169,,2019-06-05 10:14:17,2019-06-05 10:14:17,0.004s,PASSED
"if (day1.format(""MM"") > today.format(""MM""))",Chrome 74.0.3729.169,,2019-06-05 10:14:17,2019-06-05 10:14:17,0.005s,PASSED
else,Chrome 74.0.3729.169,,2019-06-05 10:14:17,2019-06-05 10:14:17,0.255s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item enable""))",Chrome 74.0.3729.169,,2019-06-05 10:14:17,2019-06-05 10:14:17,0.225s,PASSED
"selectOptionByValue(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item enable select""), ""0: Y"", true)",Chrome 74.0.3729.169,,2019-06-05 10:14:17,2019-06-05 10:14:18,0.444s,PASSED
"setText(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item note""), time())",Chrome 74.0.3729.169,,2019-06-05 10:14:18,2019-06-05 10:14:18,0.007s,PASSED
date = new java.util.Date(),Chrome 74.0.3729.169,,2019-06-05 10:14:18,2019-06-05 10:14:18,0.001s,PASSED
sdf = new java.text.SimpleDateFormat(yyyyMMddHHmm),Chrome 74.0.3729.169,,2019-06-05 10:14:18,2019-06-05 10:14:18,0.002s,PASSED
Time = Note + sdf.format(date),Chrome 74.0.3729.169,,2019-06-05 10:14:18,2019-06-05 10:14:18,0.002s,PASSED
return internal.GlobalVariable.Time,Chrome 74.0.3729.169,,2019-06-05 10:14:18,2019-06-05 10:14:19,0.895s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Save button""))",Chrome 74.0.3729.169,,2019-06-05 10:14:19,2019-06-05 10:14:19,0.300s,PASSED
,,,,,,
Test Cases/Others/Accept and verify,Chrome 74.0.3729.169,,2019-06-05 10:14:19,2019-06-05 10:14:23,3.801s,PASSED
delay(3),Chrome 74.0.3729.169,,2019-06-05 10:14:20,2019-06-05 10:14:23,3.082s,PASSED
waitForAlert(5),Chrome 74.0.3729.169,,2019-06-05 10:14:23,2019-06-05 10:14:23,0.056s,PASSED
acceptAlert(),Chrome 74.0.3729.169,,2019-06-05 10:14:23,2019-06-05 10:14:23,0.054s,PASSED
"verifyElementClickable(findTestObject(""Others/Accept and verify/Verify button""))",Chrome 74.0.3729.169,,2019-06-05 10:14:23,2019-06-05 10:14:23,0.192s,PASSED
,,,,,,
Test Cases/3 Stock/3-5 Batch number maintain/3-5 Batch number maintain-Edit,Chrome 74.0.3729.169,,2019-06-05 10:14:23,2019-06-05 10:14:25,2.026s,PASSED
"click(findTestObject(""Object Repository/3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-edit/Sort by number""))",Chrome 74.0.3729.169,,2019-06-05 10:14:23,2019-06-05 10:14:24,0.201s,PASSED
"click(findTestObject(""Object Repository/3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-edit/Sort by number""))",Chrome 74.0.3729.169,,2019-06-05 10:14:24,2019-06-05 10:14:24,0.203s,PASSED
XXX = Time,Chrome 74.0.3729.169,,2019-06-05 10:14:24,2019-06-05 10:14:24,0.002s,PASSED
"click(findTestObject(""Object Repository/3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-edit/Select by number"", [""xxx"":XXX]))",Chrome 74.0.3729.169,,2019-06-05 10:14:24,2019-06-05 10:14:24,0.286s,PASSED
"click(findTestObject(""Object Repository/3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-edit/Edit button""))",Chrome 74.0.3729.169,,2019-06-05 10:14:24,2019-06-05 10:14:24,0.223s,PASSED
"sendKeys(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-edit/Life days (1)""), Keys.chord(CONTROL, ""a""))",Chrome 74.0.3729.169,,2019-06-05 10:14:24,2019-06-05 10:14:25,0.165s,PASSED
"sendKeys(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-edit/Life days (1)""), Keys.chord(DELETE))",Chrome 74.0.3729.169,,2019-06-05 10:14:25,2019-06-05 10:14:25,0.102s,PASSED
"setText(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-edit/Life days (1)""), ""60"")",Chrome 74.0.3729.169,,2019-06-05 10:14:25,2019-06-05 10:14:25,0.202s,PASSED
"click(findTestObject(""Object Repository/3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-edit/Save button""))",Chrome 74.0.3729.169,,2019-06-05 10:14:25,2019-06-05 10:14:25,0.156s,PASSED
