Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
3-5 Batch number maintain,Chrome 74.0.3729.169,,2019-06-03 14:17:56,2019-06-03 14:18:11,14.730s,PASSED
,,,,,,
Test Cases/Others/Login,Chrome 74.0.3729.169,Login process in PSI,2019-06-03 14:17:56,2019-06-03 14:18:05,8.529s,PASSED
"openBrowser("""")",Chrome 74.0.3729.169,,2019-06-03 14:17:56,2019-06-03 14:17:59,3.126s,PASSED
"navigateToUrl(""https://psi-azcldap.unicore.com.tw/login"")",Chrome 74.0.3729.169,,2019-06-03 14:17:59,2019-06-03 14:18:03,3.122s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,2019-06-03 14:18:03,2019-06-03 14:18:04,1.149s,PASSED
"setText(findTestObject(""Others/Login/ID-QWE""), ""QWE"")",Chrome 74.0.3729.169,,2019-06-03 14:18:04,2019-06-03 14:18:04,0.138s,PASSED
"setEncryptedText(findTestObject(""Others/Login/PW-QWE""), ""5opu+sh6ATw="")",Chrome 74.0.3729.169,,2019-06-03 14:18:04,2019-06-03 14:18:04,0.125s,PASSED
"click(findTestObject(""Others/Login/Login Button""))",Chrome 74.0.3729.169,,2019-06-03 14:18:04,2019-06-03 14:18:04,0.079s,PASSED
"verifyElementClickable(findTestObject(""Others/Login/Verify button""))",Chrome 74.0.3729.169,,2019-06-03 14:18:04,2019-06-03 14:18:05,0.547s,PASSED
,,,,,,
Test Cases/3 Stock/3-5 Batch number maintain/3-5 Batch number maintain-Add,Chrome 74.0.3729.169,,2019-06-03 14:18:05,2019-06-03 14:18:07,2.161s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Batch maintain button""))",Chrome 74.0.3729.169,,2019-06-03 14:18:05,2019-06-03 14:18:05,0.095s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Batch maintain add button""))",Chrome 74.0.3729.169,,2019-06-03 14:18:05,2019-06-03 14:18:05,0.140s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item button""))",Chrome 74.0.3729.169,,2019-06-03 14:18:05,2019-06-03 14:18:05,0.092s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item select""))",Chrome 74.0.3729.169,,2019-06-03 14:18:05,2019-06-03 14:18:06,0.581s,PASSED
"setText(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item life day""), ""30"")",Chrome 74.0.3729.169,,2019-06-03 14:18:06,2019-06-03 14:18:06,0.090s,PASSED
"setText(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/item batch code""), time())",Chrome 74.0.3729.169,,2019-06-03 14:18:06,2019-06-03 14:18:06,0.002s,PASSED
date = new java.util.Date(),Chrome 74.0.3729.169,,2019-06-03 14:18:06,2019-06-03 14:18:06,0.004s,PASSED
sdf = new java.text.SimpleDateFormat(yyyyMMddHHmm),Chrome 74.0.3729.169,,2019-06-03 14:18:06,2019-06-03 14:18:06,0.014s,PASSED
Time = Note + sdf.format(date),Chrome 74.0.3729.169,,2019-06-03 14:18:06,2019-06-03 14:18:06,0.015s,PASSED
return internal.GlobalVariable.Time,Chrome 74.0.3729.169,,2019-06-03 14:18:06,2019-06-03 14:18:06,0.234s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/item life date""))",Chrome 74.0.3729.169,,2019-06-03 14:18:06,2019-06-03 14:18:06,0.124s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item life date next month 23"", [""xxx"":abc(0)]))",Chrome 74.0.3729.169,,2019-06-03 14:18:06,2019-06-03 14:18:06,0.001s,PASSED
today = new java.util.Date(),Chrome 74.0.3729.169,,2019-06-03 14:18:06,2019-06-03 14:18:06,0.000s,PASSED
day1 = Date().plus(num),Chrome 74.0.3729.169,,2019-06-03 14:18:06,2019-06-03 14:18:06,0.002s,PASSED
"if (day1.format(""MM"") > today.format(""MM""))",Chrome 74.0.3729.169,,2019-06-03 14:18:06,2019-06-03 14:18:06,0.002s,PASSED
else,Chrome 74.0.3729.169,,2019-06-03 14:18:06,2019-06-03 14:18:06,0.141s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item enable""))",Chrome 74.0.3729.169,,2019-06-03 14:18:06,2019-06-03 14:18:06,0.106s,PASSED
"selectOptionByValue(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item enable select""), ""0: Y"", true)",Chrome 74.0.3729.169,,2019-06-03 14:18:06,2019-06-03 14:18:07,0.150s,PASSED
"setText(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item note""), time())",Chrome 74.0.3729.169,,2019-06-03 14:18:07,2019-06-03 14:18:07,0.003s,PASSED
date = new java.util.Date(),Chrome 74.0.3729.169,,2019-06-03 14:18:07,2019-06-03 14:18:07,0.001s,PASSED
sdf = new java.text.SimpleDateFormat(yyyyMMddHHmm),Chrome 74.0.3729.169,,2019-06-03 14:18:07,2019-06-03 14:18:07,0.000s,PASSED
Time = Note + sdf.format(date),Chrome 74.0.3729.169,,2019-06-03 14:18:07,2019-06-03 14:18:07,0.000s,PASSED
return internal.GlobalVariable.Time,Chrome 74.0.3729.169,,2019-06-03 14:18:07,2019-06-03 14:18:07,0.156s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Save button""))",Chrome 74.0.3729.169,,2019-06-03 14:18:07,2019-06-03 14:18:07,0.060s,PASSED
,,,,,,
Test Cases/Others/Accept and verify,Chrome 74.0.3729.169,,2019-06-03 14:18:07,2019-06-03 14:18:10,3.199s,PASSED
delay(3),Chrome 74.0.3729.169,,2019-06-03 14:18:07,2019-06-03 14:18:10,3.014s,PASSED
waitForAlert(5),Chrome 74.0.3729.169,,2019-06-03 14:18:10,2019-06-03 14:18:10,0.018s,PASSED
acceptAlert(),Chrome 74.0.3729.169,,2019-06-03 14:18:10,2019-06-03 14:18:10,0.018s,PASSED
"verifyElementClickable(findTestObject(""Others/Accept and verify/Verify button""))",Chrome 74.0.3729.169,,2019-06-03 14:18:10,2019-06-03 14:18:10,0.047s,PASSED
