Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Stock Take Suite,Chrome 73.0.3683.86,,2019-04-18 01:17:14,2019-04-18 01:18:04,50.796s,FAILED
,,,,,,
Test Cases/Login,Chrome 73.0.3683.86,Login process in PSI,2019-04-18 01:17:14,2019-04-18 01:17:25,10.698s,PASSED
"openBrowser("""")",Chrome 73.0.3683.86,,2019-04-18 01:17:15,2019-04-18 01:17:20,4.830s,PASSED
"navigateToUrl(""https://psi-azcldap.unicore.com.tw/login"")",Chrome 73.0.3683.86,,2019-04-18 01:17:20,2019-04-18 01:17:22,2.295s,PASSED
maximizeWindow(),Chrome 73.0.3683.86,,2019-04-18 01:17:22,2019-04-18 01:17:23,1.171s,PASSED
"setText(findTestObject(""Login/ID-QWE""), ""QWE"")",Chrome 73.0.3683.86,,2019-04-18 01:17:23,2019-04-18 01:17:23,0.329s,PASSED
"setEncryptedText(findTestObject(""Login/PW-QWE""), ""5opu+sh6ATw="")",Chrome 73.0.3683.86,,2019-04-18 01:17:23,2019-04-18 01:17:24,0.398s,PASSED
"click(findTestObject(""Login/Login Button""))",Chrome 73.0.3683.86,,2019-04-18 01:17:24,2019-04-18 01:17:24,0.220s,PASSED
"verifyElementClickable(findTestObject(""Login/Verify button""))",Chrome 73.0.3683.86,,2019-04-18 01:17:24,2019-04-18 01:17:25,0.780s,PASSED
,,,,,,
Test Cases/Stock Take-Add,Chrome 73.0.3683.86,,2019-04-18 01:17:25,2019-04-18 01:18:01,36.746s,FAILED
"click(findTestObject(""Object Repository/Stock take/Stock take button""))",Chrome 73.0.3683.86,,2019-04-18 01:17:25,2019-04-18 01:17:25,0.207s,PASSED
"click(findTestObject(""Object Repository/Stock take/Add button""))",Chrome 73.0.3683.86,,2019-04-18 01:17:25,2019-04-18 01:17:26,0.388s,PASSED
"click(findTestObject(""Stock take/Stock take date""))",Chrome 73.0.3683.86,,2019-04-18 01:17:26,2019-04-18 01:17:26,0.424s,PASSED
"click(findTestObject(""Stock take/Date 18""))",Chrome 73.0.3683.86,,2019-04-18 01:17:26,2019-04-18 01:17:26,0.184s,PASSED
"click(findTestObject(""Stock take/Employee button""))",Chrome 73.0.3683.86,,2019-04-18 01:17:26,2019-04-18 01:17:27,0.198s,PASSED
"click(findTestObject(""Object Repository/Stock take/Employee Larry""))",Chrome 73.0.3683.86,,2019-04-18 01:17:27,2019-04-18 01:17:27,0.782s,PASSED
"click(findTestObject(""Stock take/Warehouse button""))",Chrome 73.0.3683.86,,2019-04-18 01:17:27,2019-04-18 01:17:28,0.208s,PASSED
"click(findTestObject(""Object Repository/Stock take/Warehouse 111""))",Chrome 73.0.3683.86,,2019-04-18 01:17:28,2019-04-18 01:17:28,0.707s,PASSED
"click(findTestObject(""Stock take/Class button""))",Chrome 73.0.3683.86,,2019-04-18 01:17:28,2019-04-18 01:17:29,0.307s,PASSED
"click(findTestObject(""Object Repository/Stock take/Class IPAD""))",Chrome 73.0.3683.86,,2019-04-18 01:17:29,2019-04-18 01:17:29,0.705s,PASSED
"click(findTestObject(""Object Repository/Stock take/Class ok button""))",Chrome 73.0.3683.86,,2019-04-18 01:17:29,2019-04-18 01:17:29,0.133s,PASSED
"setText(findTestObject(""Object Repository/Stock take/Note""), ""Testing"")",Chrome 73.0.3683.86,,2019-04-18 01:17:29,2019-04-18 01:17:30,0.399s,PASSED
"setText(findTestObject(""Stock take/input__form-control form-control-sm ng-untouched ng-pristine ng-valid""), ""600"")",Chrome 73.0.3683.86,,2019-04-18 01:17:30,2019-04-18 01:18:01,31.647s,FAILED
,,,,,,
Test Cases/Accept and verify,Chrome 73.0.3683.86,,2019-04-18 01:18:01,2019-04-18 01:18:03,1.436s,FAILED
acceptAlert(),Chrome 73.0.3683.86,,2019-04-18 01:18:02,2019-04-18 01:18:03,1.105s,FAILED
