Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
3-5 Batch number maintain,Chrome 73.0.3683.103,,2019-04-29 10:16:04,2019-04-29 10:16:20,15.968s,PASSED
,,,,,,
Test Cases/Others/Login,Chrome 73.0.3683.103,Login process in PSI,2019-04-29 10:16:05,2019-04-29 10:16:14,9.228s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-29 10:16:05,2019-04-29 10:16:08,3.288s,PASSED
"navigateToUrl(""https://psi-azcldap.unicore.com.tw/login"")",Chrome 73.0.3683.103,,2019-04-29 10:16:08,2019-04-29 10:16:12,3.499s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,2019-04-29 10:16:12,2019-04-29 10:16:13,1.132s,PASSED
"setText(findTestObject(""Others/Login/ID-QWE""), ""QWE"")",Chrome 73.0.3683.103,,2019-04-29 10:16:13,2019-04-29 10:16:13,0.149s,PASSED
"setEncryptedText(findTestObject(""Others/Login/PW-QWE""), ""5opu+sh6ATw="")",Chrome 73.0.3683.103,,2019-04-29 10:16:13,2019-04-29 10:16:13,0.167s,PASSED
"click(findTestObject(""Others/Login/Login Button""))",Chrome 73.0.3683.103,,2019-04-29 10:16:13,2019-04-29 10:16:13,0.080s,PASSED
"verifyElementClickable(findTestObject(""Others/Login/Verify button""))",Chrome 73.0.3683.103,,2019-04-29 10:16:13,2019-04-29 10:16:14,0.592s,PASSED
,,,,,,
Test Cases/3-5 Batch number maintain-Add,Chrome 73.0.3683.103,,2019-04-29 10:16:14,2019-04-29 10:16:16,2.401s,PASSED
"click(findTestObject(""Object Repository/3-5 Btach number maintain/Batch maintain button""))",Chrome 73.0.3683.103,,2019-04-29 10:16:14,2019-04-29 10:16:14,0.125s,PASSED
"click(findTestObject(""Object Repository/3-5 Btach number maintain/Batch maintain add button""))",Chrome 73.0.3683.103,,2019-04-29 10:16:14,2019-04-29 10:16:14,0.154s,PASSED
"click(findTestObject(""3-5 Btach number maintain/Item button""))",Chrome 73.0.3683.103,,2019-04-29 10:16:14,2019-04-29 10:16:14,0.096s,PASSED
"click(findTestObject(""3-5 Btach number maintain/Item select""))",Chrome 73.0.3683.103,,2019-04-29 10:16:14,2019-04-29 10:16:15,0.646s,PASSED
"setText(findTestObject(""Object Repository/3-5 Btach number maintain/Item life day""), ""30"")",Chrome 73.0.3683.103,,2019-04-29 10:16:15,2019-04-29 10:16:15,0.142s,PASSED
"setText(findTestObject(""Object Repository/3-5 Btach number maintain/item batch code""), ""77889900"")",Chrome 73.0.3683.103,,2019-04-29 10:16:15,2019-04-29 10:16:15,0.145s,PASSED
"click(findTestObject(""3-5 Btach number maintain/item life date""))",Chrome 73.0.3683.103,,2019-04-29 10:16:15,2019-04-29 10:16:16,0.122s,PASSED
"click(findTestObject(""3-5 Btach number maintain/Item life date next month""))",Chrome 73.0.3683.103,,2019-04-29 10:16:16,2019-04-29 10:16:16,0.087s,PASSED
"click(findTestObject(""3-5 Btach number maintain/Item life date next month 23""))",Chrome 73.0.3683.103,,2019-04-29 10:16:16,2019-04-29 10:16:16,0.081s,PASSED
"click(findTestObject(""3-5 Btach number maintain/Item enable""))",Chrome 73.0.3683.103,,2019-04-29 10:16:16,2019-04-29 10:16:16,0.081s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/3-5 Btach number maintain/Item enable select""), ""0: Y"", true)",Chrome 73.0.3683.103,,2019-04-29 10:16:16,2019-04-29 10:16:16,0.159s,PASSED
"setText(findTestObject(""Object Repository/3-5 Btach number maintain/Item note""), time())",Chrome 73.0.3683.103,,2019-04-29 10:16:16,2019-04-29 10:16:16,0.014s,PASSED
date = new java.util.Date(),Chrome 73.0.3683.103,,2019-04-29 10:16:16,2019-04-29 10:16:16,0.004s,PASSED
sdf = new java.text.SimpleDateFormat(yyyyMMddHHmm),Chrome 73.0.3683.103,,2019-04-29 10:16:16,2019-04-29 10:16:16,0.006s,PASSED
return (internal.GlobalVariable.Note + sdf.format(date)),Chrome 73.0.3683.103,,2019-04-29 10:16:16,2019-04-29 10:16:16,0.247s,PASSED
"click(findTestObject(""Object Repository/3-5 Btach number maintain/Save button""))",Chrome 73.0.3683.103,,2019-04-29 10:16:16,2019-04-29 10:16:16,0.075s,PASSED
,,,,,,
Test Cases/Others/Accept and verify,Chrome 73.0.3683.103,,2019-04-29 10:16:16,2019-04-29 10:16:20,3.299s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-29 10:16:16,2019-04-29 10:16:19,3.021s,PASSED
waitForAlert(5),Chrome 73.0.3683.103,,2019-04-29 10:16:19,2019-04-29 10:16:20,0.035s,PASSED
acceptAlert(),Chrome 73.0.3683.103,,2019-04-29 10:16:20,2019-04-29 10:16:20,0.019s,PASSED
"verifyElementClickable(findTestObject(""Others/Accept and verify/Verify button""))",Chrome 73.0.3683.103,,2019-04-29 10:16:20,2019-04-29 10:16:20,0.061s,PASSED
