Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Stock Take Suite,Chrome 73.0.3683.103,,2019-04-19 16:22:17,2019-04-19 16:22:33,16.093s,PASSED
,,,,,,
Test Cases/Login,Chrome 73.0.3683.103,Login process in PSI,2019-04-19 16:22:17,2019-04-19 16:22:28,11.576s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-19 16:22:17,2019-04-19 16:22:20,3.112s,PASSED
"navigateToUrl(""https://psi-azcldap.unicore.com.tw/login"")",Chrome 73.0.3683.103,,2019-04-19 16:22:20,2019-04-19 16:22:26,5.572s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,2019-04-19 16:22:26,2019-04-19 16:22:27,1.137s,PASSED
"setText(findTestObject(""Login/ID-QWE""), ""QWE"")",Chrome 73.0.3683.103,,2019-04-19 16:22:27,2019-04-19 16:22:27,0.144s,PASSED
"setEncryptedText(findTestObject(""Login/PW-QWE""), ""5opu+sh6ATw="")",Chrome 73.0.3683.103,,2019-04-19 16:22:27,2019-04-19 16:22:27,0.155s,PASSED
"click(findTestObject(""Login/Login Button""))",Chrome 73.0.3683.103,,2019-04-19 16:22:27,2019-04-19 16:22:27,0.073s,PASSED
"verifyElementClickable(findTestObject(""Login/Verify button""))",Chrome 73.0.3683.103,,2019-04-19 16:22:27,2019-04-19 16:22:28,1.063s,PASSED
,,,,,,
Test Cases/Stock Take-Add,Chrome 73.0.3683.103,,2019-04-19 16:22:28,2019-04-19 16:22:32,3.458s,PASSED
"click(findTestObject(""Stock take/Stock take button""))",Chrome 73.0.3683.103,,2019-04-19 16:22:28,2019-04-19 16:22:29,0.092s,PASSED
"click(findTestObject(""Object Repository/Stock take/Add button""))",Chrome 73.0.3683.103,,2019-04-19 16:22:29,2019-04-19 16:22:29,0.151s,PASSED
"click(findTestObject(""Stock take/Stock take date""))",Chrome 73.0.3683.103,,2019-04-19 16:22:29,2019-04-19 16:22:29,0.109s,PASSED
"click(findTestObject(""Stock take/Date 18""))",Chrome 73.0.3683.103,,2019-04-19 16:22:29,2019-04-19 16:22:29,0.128s,PASSED
"click(findTestObject(""Stock take/Employee button""))",Chrome 73.0.3683.103,,2019-04-19 16:22:29,2019-04-19 16:22:29,0.120s,PASSED
"click(findTestObject(""Object Repository/Stock take/Employee Larry""))",Chrome 73.0.3683.103,,2019-04-19 16:22:29,2019-04-19 16:22:30,0.584s,PASSED
"click(findTestObject(""Stock take/Warehouse button""))",Chrome 73.0.3683.103,,2019-04-19 16:22:30,2019-04-19 16:22:30,0.072s,PASSED
"click(findTestObject(""Object Repository/Stock take/Warehouse 111""))",Chrome 73.0.3683.103,,2019-04-19 16:22:30,2019-04-19 16:22:30,0.589s,PASSED
"click(findTestObject(""Stock take/Class button""))",Chrome 73.0.3683.103,,2019-04-19 16:22:30,2019-04-19 16:22:30,0.068s,PASSED
"click(findTestObject(""Object Repository/Stock take/Class IPAD""))",Chrome 73.0.3683.103,,2019-04-19 16:22:30,2019-04-19 16:22:31,0.608s,PASSED
"click(findTestObject(""Object Repository/Stock take/Class ok button""))",Chrome 73.0.3683.103,,2019-04-19 16:22:31,2019-04-19 16:22:31,0.057s,PASSED
"setText(findTestObject(""Object Repository/Stock take/Note""), ""Testing"")",Chrome 73.0.3683.103,,2019-04-19 16:22:31,2019-04-19 16:22:31,0.152s,PASSED
"clearText(findTestObject(""Stock take/Stock number""))",Chrome 73.0.3683.103,,2019-04-19 16:22:31,2019-04-19 16:22:31,0.065s,PASSED
"sendKeys(findTestObject(""Stock take/Stock number""), ""600"")",Chrome 73.0.3683.103,,2019-04-19 16:22:31,2019-04-19 16:22:31,0.057s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Stock take/Stock take done""), ""Y"", true)",Chrome 73.0.3683.103,,2019-04-19 16:22:31,2019-04-19 16:22:31,0.137s,PASSED
"setText(findTestObject(""Object Repository/Stock take/Stock take IPAD note""), ""-10"")",Chrome 73.0.3683.103,,2019-04-19 16:22:31,2019-04-19 16:22:32,0.092s,PASSED
"selectOptionByValue(findTestObject(""Stock take/Done select""), ""Y"", true)",Chrome 73.0.3683.103,,2019-04-19 16:22:32,2019-04-19 16:22:32,0.132s,PASSED
"click(findTestObject(""Object Repository/Stock take/Done""))",Chrome 73.0.3683.103,,2019-04-19 16:22:32,2019-04-19 16:22:32,0.061s,PASSED
,,,,,,
Test Cases/Accept and verify,Chrome 73.0.3683.103,,2019-04-19 16:22:32,2019-04-19 16:22:32,0.208s,PASSED
acceptAlert(),Chrome 73.0.3683.103,,2019-04-19 16:22:32,2019-04-19 16:22:32,0.023s,PASSED
"verifyElementClickable(findTestObject(""Accept and verify/Verify button""))",Chrome 73.0.3683.103,,2019-04-19 16:22:32,2019-04-19 16:22:32,0.059s,PASSED
